ID del cliente,Deserción en la empresa,Género del cliente,Cliente senior,Relación de pareja,Dependientes,Meses de contrato,Servicio telefónico,Múltiples líneas telefónicas,INTERNET,Seguridad en línea (INTERNET),Respaldo en línea (INTERNET),Protección del dispositivo (INTERNET),Soporte técnico (INTERNET),Televisión por cable,Streaming de películas,Tipo de contrato,Factura en línea,Forma de pago,Monto mensual,Monto total según meses contratados,Monto diario
1833-TCXKK,0,Hombre,0,1,0,45,1,1,Fiber optic,0,1,1,0,1,1,Month-to-month,1,Bank transfer (automatic),107.75,4882,3.59
1833-VGRUM,1,Mujer,1,0,0,1,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,74.2,74,2.47
1834-ABKHQ,0,Mujer,0,1,1,52,1,0,DSL,0,0,1,0,0,0,One year,1,Bank transfer (automatic),50.95,2610,1.7
1834-WULEG,0,Hombre,0,1,1,24,1,0,No,0,0,0,0,0,0,One year,0,Mailed check,20.25,439,0.68
1837-YQUCE,0,Mujer,0,0,0,70,0,0,DSL,1,0,1,1,1,1,Two year,1,Bank transfer (automatic),58.35,4214,1.94
1839-FBNFR,0,Mujer,0,1,1,39,1,0,No,0,0,0,0,0,0,Two year,1,Bank transfer (automatic),19.85,854,0.66
1839-UMACK,0,Hombre,0,0,0,42,1,1,No,0,0,0,0,0,0,One year,0,Electronic check,25.05,949,0.84
1840-BIUOG,0,Hombre,0,0,0,20,1,1,DSL,0,1,0,1,1,0,One year,1,Electronic check,68.7,1416,2.29
1841-YSJGV,0,Hombre,0,1,0,72,1,1,Fiber optic,1,1,0,1,1,1,Two year,1,Credit card (automatic),109.95,7852,3.66
1842-EZJMK,1,Hombre,0,1,1,50,1,1,Fiber optic,0,1,0,1,1,1,Month-to-month,0,Electronic check,103.7,5071,3.46
1843-TLSGD,0,Mujer,0,1,1,13,1,0,No,0,0,0,0,0,0,Two year,0,Mailed check,20.85,272,0.7
1845-CSBRZ,0,Mujer,1,1,1,22,1,1,Fiber optic,0,0,0,0,1,0,Month-to-month,0,Bank transfer (automatic),85.35,1961,2.84
1845-ZLLIG,0,Hombre,0,0,0,1,1,0,DSL,0,1,0,0,0,0,Month-to-month,1,Mailed check,50.15,50,1.67
1846-XWOQN,1,Mujer,1,0,0,1,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,70.15,70,2.34
1848-LBZHY,0,Mujer,0,1,0,7,1,0,DSL,1,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),50.3,355,1.68
1849-RJYIG,0,Mujer,0,0,0,8,1,0,DSL,1,0,0,0,1,0,Month-to-month,1,Electronic check,60.0,487,2.0
1850-AKQEP,0,Hombre,0,0,1,8,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,20.35,178,0.68
1852-QSWCD,0,Hombre,0,1,1,64,1,1,No,0,0,0,0,0,0,Two year,1,Mailed check,24.8,1514,0.83
1852-XEMDW,0,Hombre,0,0,0,22,1,1,DSL,1,1,1,0,0,0,Month-to-month,0,Mailed check,65.05,1427,2.17
1853-ARAAQ,0,Mujer,0,0,0,26,0,0,DSL,0,0,1,0,1,1,Month-to-month,1,Credit card (automatic),50.35,1277,1.68
1853-UDXBW,1,Hombre,0,1,1,1,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,70.0,70,2.33
1855-AGAWH,0,Hombre,0,1,0,31,1,0,Fiber optic,0,0,1,0,1,1,One year,1,Electronic check,93.8,2939,3.13
1855-CFULU,0,Mujer,1,0,0,4,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,20.05,91,0.67
1862-QRWPE,0,Mujer,0,1,1,48,1,0,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),20.65,1057,0.69
1862-SKORY,1,Mujer,1,1,0,40,0,0,DSL,0,1,0,0,1,0,Month-to-month,1,Electronic check,39.3,1637,1.31
1866-DIOQZ,0,Mujer,0,1,0,71,0,0,DSL,1,1,1,1,1,1,One year,0,Bank transfer (automatic),66.8,4689,2.23
1866-NXPSP,0,Mujer,0,0,0,36,1,0,DSL,1,1,1,1,0,1,One year,1,Mailed check,75.55,2680,2.52
1866-OBPNR,0,Hombre,0,1,1,1,1,0,Fiber optic,0,1,0,0,0,0,Month-to-month,0,Credit card (automatic),74.6,74,2.49
1866-RZZQS,1,Hombre,1,0,0,41,1,1,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Electronic check,98.4,4187,3.28
1866-ZSLJM,0,Hombre,0,0,0,21,1,0,No,0,0,0,0,0,0,Month-to-month,0,Credit card (automatic),20.5,402,0.68
1867-BDVFH,1,Hombre,0,1,1,11,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,74.35,834,2.48
1867-RAWZK,0,Hombre,0,1,1,19,1,1,Fiber optic,0,0,1,1,1,1,Month-to-month,0,Electronic check,103.3,2012,3.44
1867-TJHTS,0,Mujer,0,0,0,58,1,1,Fiber optic,1,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),79.8,4526,2.66
1871-MOWRM,1,Hombre,0,1,0,12,1,0,Fiber optic,1,0,0,1,0,0,Month-to-month,0,Bank transfer (automatic),80.85,866,2.7
1872-EBWSC,0,Mujer,0,0,0,29,1,0,No,0,0,0,0,0,0,One year,0,Mailed check,20.35,617,0.68
1875-QIVME,1,Mujer,0,1,0,2,1,1,Fiber optic,0,0,1,1,1,1,Month-to-month,1,Electronic check,104.4,242,3.48
1877-HKBQX,0,Mujer,0,0,0,11,1,0,DSL,1,0,0,1,0,0,One year,1,Mailed check,54.6,617,1.82
1891-FZYSA,1,Hombre,1,1,0,69,1,1,Fiber optic,0,1,0,0,1,0,Month-to-month,1,Electronic check,89.95,6143,3.0
1891-QRQSA,0,Hombre,1,1,1,64,1,1,Fiber optic,1,0,1,1,1,1,Two year,1,Bank transfer (automatic),111.6,7099,3.72
1891-UAWWU,1,Mujer,1,1,0,20,1,1,Fiber optic,0,0,1,0,1,0,Month-to-month,0,Electronic check,90.8,1951,3.03
1894-IGFSG,1,Mujer,0,0,0,22,1,0,Fiber optic,0,0,0,0,1,1,Month-to-month,0,Electronic check,89.25,1907,2.98
1895-QTKDO,0,Mujer,0,0,0,1,1,0,DSL,0,0,0,0,0,0,Month-to-month,0,Credit card (automatic),43.95,43,1.46
1897-OKVMW,0,Mujer,0,1,1,64,1,1,DSL,1,1,1,1,1,1,Two year,1,Mailed check,90.6,5817,3.02
1897-RCFUM,0,Mujer,0,1,1,39,1,1,No,0,0,0,0,0,0,One year,1,Mailed check,24.2,914,0.81
1898-JSNDC,0,Mujer,0,0,0,39,1,0,DSL,0,1,0,0,1,0,One year,1,Credit card (automatic),58.6,2224,1.95
1899-VXWXM,1,Hombre,0,0,0,48,1,1,Fiber optic,0,1,1,0,1,1,One year,1,Credit card (automatic),106.1,5082,3.54
1902-XBTFB,1,Hombre,0,0,1,22,1,0,Fiber optic,0,1,1,0,1,0,Month-to-month,1,Electronic check,89.4,2001,2.98
1904-WAJAA,0,Mujer,0,1,1,24,1,1,DSL,1,1,1,0,0,0,Two year,0,Electronic check,64.35,1558,2.14
1905-OEILC,0,Mujer,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,19.5,19,0.65
1907-UBQFC,1,Hombre,1,0,0,10,1,0,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Electronic check,72.85,688,2.43
1907-YLNYW,0,Hombre,0,0,0,8,1,0,DSL,1,0,1,0,0,1,Month-to-month,1,Electronic check,66.7,579,2.22
1910-FMXJM,0,Mujer,0,1,0,36,1,0,Fiber optic,0,0,0,0,0,1,Month-to-month,0,Electronic check,80.4,2937,2.68
1915-IOFGU,1,Mujer,0,0,0,1,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Electronic check,70.5,70,2.35
1915-OAKWD,0,Mujer,0,0,1,16,1,0,No,0,0,0,0,0,0,One year,1,Bank transfer (automatic),19.3,360,0.64
1918-ZBFQJ,1,Mujer,0,0,0,13,1,0,Fiber optic,0,1,1,0,0,0,Month-to-month,1,Electronic check,79.25,1111,2.64
1919-RTPQD,0,Hombre,0,1,1,7,1,0,DSL,0,0,0,0,0,0,Month-to-month,0,Electronic check,44.75,333,1.49
1921-KYSAY,0,Mujer,0,0,0,41,1,1,DSL,0,0,1,1,0,1,One year,1,Electronic check,68.6,2877,2.29
1925-GMVBW,0,Mujer,0,0,0,5,1,0,No,0,0,0,0,0,0,Month-to-month,0,Credit card (automatic),20.55,96,0.68
1925-LFCZZ,0,Hombre,1,0,0,55,0,0,DSL,0,0,1,0,1,1,One year,1,Bank transfer (automatic),50.05,2743,1.67
1925-TIBLE,1,Mujer,0,1,0,7,1,1,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Electronic check,86.5,582,2.88
1926-QUZNN,0,Mujer,0,1,0,72,1,1,No,0,0,0,0,0,0,Two year,1,Bank transfer (automatic),25.25,1841,0.84
1927-QEWMY,0,Mujer,0,1,0,72,1,0,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),20.5,1502,0.68
1928-BXYIV,0,Hombre,0,0,0,1,1,1,DSL,1,1,0,0,0,0,Month-to-month,0,Electronic check,61.15,61,2.04
1929-ZCBHE,0,Hombre,0,1,1,47,0,0,DSL,1,0,1,1,0,0,One year,0,Electronic check,40.3,1794,1.34
1930-BZLHI,0,Hombre,0,0,0,21,1,0,No,0,0,0,0,0,0,One year,1,Mailed check,20.35,422,0.68
1930-QPBVZ,0,Hombre,0,1,1,68,1,0,Fiber optic,1,1,0,1,0,1,Two year,0,Bank transfer (automatic),95.1,6683,3.17
1930-WNXSB,0,Hombre,0,1,1,58,1,0,Fiber optic,0,1,0,0,1,1,Month-to-month,1,Electronic check,92.85,5305,3.1
1932-UEDCX,0,Hombre,1,1,0,33,1,1,Fiber optic,0,1,0,0,1,1,Month-to-month,1,Bank transfer (automatic),100.6,3270,3.35
1934-MKPXS,0,Hombre,0,1,1,33,1,0,No,0,0,0,0,0,0,One year,0,Credit card (automatic),20.1,620,0.67
1934-SJVJK,1,Hombre,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,20.15,20,0.67
1935-IMVBB,0,Hombre,0,1,0,56,1,0,Fiber optic,0,0,0,0,1,1,Month-to-month,0,Mailed check,89.7,4952,2.99
1936-CZAKF,0,Hombre,0,1,0,49,0,0,DSL,0,1,0,0,1,1,Two year,0,Credit card (automatic),49.65,2409,1.66
1936-UAFEH,0,Mujer,0,0,0,68,1,1,Fiber optic,1,1,0,1,1,1,Two year,0,Credit card (automatic),110.25,7279,3.68
1937-OTUKY,0,Mujer,0,1,0,72,1,1,Fiber optic,1,0,1,1,1,0,Two year,1,Bank transfer (automatic),98.2,7015,3.27
1941-HOSAM,0,Hombre,0,1,1,1,1,0,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,90.1,90,3.0
1942-OQFRW,0,Hombre,0,0,0,1,1,0,DSL,0,0,0,0,0,0,Month-to-month,0,Electronic check,44.0,44,1.47
1945-XISKS,0,Mujer,0,1,0,67,1,0,No,0,0,0,0,0,0,Two year,0,Mailed check,19.65,1335,0.65
1950-KSVVJ,0,Mujer,0,1,0,45,1,1,Fiber optic,1,1,1,1,1,1,One year,0,Mailed check,113.3,5032,3.78
1951-IEYXM,0,Hombre,0,1,1,72,1,1,DSL,1,1,1,1,1,1,Two year,1,Credit card (automatic),90.6,6441,3.02
1952-DVVSW,0,Mujer,0,1,0,10,1,0,No,0,0,0,0,0,0,One year,0,Mailed check,20.1,184,0.67
1955-IBMMB,0,Hombre,0,0,0,59,1,0,No,0,0,0,0,0,0,Two year,1,Bank transfer (automatic),20.2,1192,0.67
1956-YIFGE,0,Hombre,0,1,1,22,1,0,Fiber optic,0,1,1,0,1,1,One year,1,Mailed check,100.05,2090,3.34
1958-RNRKS,0,Hombre,0,1,0,30,1,1,DSL,0,0,0,0,0,0,Month-to-month,0,Electronic check,49.9,1441,1.66
1960-UOTYM,0,Hombre,0,1,1,52,1,0,DSL,1,1,1,0,1,1,Two year,0,Electronic check,79.2,4016,2.64
1960-UYCNN,0,Hombre,0,0,0,10,1,1,Fiber optic,0,1,1,0,0,1,Month-to-month,1,Electronic check,95.25,1021,3.18
1963-SVUCV,1,Hombre,0,0,0,1,1,0,DSL,0,0,0,0,0,0,Month-to-month,0,Electronic check,45.3,45,1.51
1963-VAUKV,1,Mujer,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,20.4,20,0.68
1964-SVLEA,0,Hombre,0,0,0,20,1,0,No,0,0,0,0,0,0,One year,1,Mailed check,19.7,415,0.66
1965-AKTSX,1,Mujer,1,0,0,14,1,1,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Electronic check,78.95,1101,2.63
1965-DDBWU,1,Hombre,0,0,0,16,1,1,Fiber optic,0,0,0,1,0,1,Month-to-month,1,Credit card (automatic),89.05,1448,2.97
1970-KKFWL,0,Mujer,0,0,0,35,1,1,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),23.3,797,0.78
1971-DTCZB,0,Mujer,0,1,0,72,1,1,DSL,1,1,1,1,1,1,Two year,1,Bank transfer (automatic),90.95,6468,3.03
1972-RSMOV,0,Mujer,0,1,0,40,1,0,No,0,0,0,0,0,0,Two year,0,Mailed check,19.1,780,0.64
1972-XMUWV,0,Mujer,0,1,0,65,1,0,DSL,0,0,0,1,1,0,Two year,1,Credit card (automatic),59.8,3808,1.99
1975-FCJTE,0,Mujer,0,1,0,45,1,1,No,0,0,0,0,0,0,Two year,0,Mailed check,25.5,1121,0.85
1976-AZZPJ,0,Hombre,0,1,0,7,0,0,DSL,1,1,0,0,0,0,Month-to-month,0,Mailed check,34.2,256,1.14
1976-CFOCS,1,Mujer,1,1,0,1,1,0,DSL,0,0,0,0,0,0,Month-to-month,0,Electronic check,46.0,46,1.53
1977-STDKI,1,Mujer,1,0,0,1,1,0,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Electronic check,73.0,73,2.43
1980-KXVPM,1,Mujer,1,0,0,3,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Credit card (automatic),75.05,256,2.5
1981-INRFU,1,Mujer,0,0,0,2,1,0,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Electronic check,79.75,164,2.66
1982-FEBTD,0,Mujer,0,1,1,23,1,1,No,0,0,0,0,0,0,Two year,1,Credit card (automatic),25.6,514,0.85
1984-FCOWB,1,Mujer,0,1,0,70,1,1,Fiber optic,0,1,1,1,1,1,One year,1,Electronic check,109.5,7674,3.65
1984-GPTEH,0,Mujer,0,0,0,29,1,1,No,0,0,0,0,0,0,Month-to-month,0,Electronic check,25.15,702,0.84
1985-MBRYP,0,Mujer,0,0,0,43,1,0,No,0,0,0,0,0,0,Two year,1,Bank transfer (automatic),19.65,779,0.65
1986-PHGZF,0,Hombre,1,0,0,18,1,1,DSL,1,1,0,0,0,0,Month-to-month,1,Credit card (automatic),58.4,964,1.95
1987-AUELQ,0,Mujer,0,1,0,71,1,1,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),25.05,1873,0.84
1989-PRJHP,1,Hombre,1,1,0,27,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,75.5,1893,2.52
1991-VOPLL,0,Mujer,0,0,0,9,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,19.05,157,0.64
1996-DBMUS,0,Mujer,1,1,0,48,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),70.65,3545,2.36
1998-VHJHK,0,Mujer,0,0,0,27,1,0,No,0,0,0,0,0,0,One year,0,Mailed check,19.15,501,0.64
2000-DHJUY,0,Mujer,1,1,0,70,1,1,DSL,1,1,1,1,1,1,Two year,1,Bank transfer (automatic),92.2,6474,3.07
2000-MPKCA,0,Mujer,0,0,0,58,1,1,Fiber optic,1,1,1,0,1,1,One year,1,Electronic check,107.75,6332,3.59
2001-EWBQU,0,Mujer,0,0,0,60,1,1,Fiber optic,0,1,1,0,1,1,Two year,0,Electronic check,104.7,6333,3.49
2001-MCUUW,0,Hombre,0,0,0,46,1,1,Fiber optic,0,1,1,1,1,1,Two year,0,Electronic check,108.65,4903,3.62
2002-MZHWP,1,Mujer,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,20.5,20,0.68
2003-CKLOR,1,Hombre,0,0,0,66,1,0,Fiber optic,0,1,1,0,1,1,Month-to-month,0,Electronic check,99.5,6710,3.32
2004-OCQXK,1,Mujer,0,0,0,1,1,0,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Electronic check,81.95,81,2.73
2005-DWQZJ,0,Mujer,0,1,1,8,1,0,No,0,0,0,0,0,0,Two year,0,Mailed check,19.05,201,0.64
2007-QVGAW,0,Mujer,0,1,1,68,1,0,No,0,0,0,0,0,0,Two year,1,Bank transfer (automatic),19.35,1292,0.64
2011-TRQYE,1,Hombre,0,0,0,18,0,0,DSL,0,1,1,0,0,0,Month-to-month,1,Credit card (automatic),33.5,600,1.12
2012-NWRPA,1,Mujer,1,1,0,11,1,1,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Electronic check,99.55,1131,3.32
2013-SGDXK,1,Mujer,0,0,0,1,1,0,Fiber optic,0,1,0,0,1,0,Month-to-month,0,Electronic check,84.3,84,2.81
2014-MKGMH,0,Mujer,0,0,0,46,1,1,Fiber optic,0,0,1,0,1,1,One year,1,Electronic check,101.1,4674,3.37
2017-CCBLH,0,Mujer,0,0,0,8,1,0,No,0,0,0,0,0,0,Two year,0,Mailed check,20.0,141,0.67
2018-PZKMU,0,Hombre,0,1,1,9,1,0,Fiber optic,0,0,1,1,1,1,Month-to-month,0,Electronic check,103.1,970,3.44
2018-QKYGT,0,Hombre,0,1,1,1,1,0,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Electronic check,81.05,81,2.7
2019-HDCZY,0,Hombre,0,1,0,63,1,1,Fiber optic,0,0,1,0,1,1,Two year,0,Electronic check,102.6,6296,3.42
2023-VQFDL,0,Hombre,0,0,0,18,1,0,No,0,0,0,0,0,0,Month-to-month,0,Electronic check,19.0,348,0.63
2024-BASKD,1,Mujer,0,0,0,1,1,0,Fiber optic,0,0,1,0,0,0,Month-to-month,1,Mailed check,74.6,74,2.49
2025-JKFWI,1,Hombre,0,0,0,13,1,1,Fiber optic,0,0,0,1,1,1,Month-to-month,1,Mailed check,99.0,1301,3.3
2026-TGDHM,1,Mujer,0,0,0,7,1,0,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Electronic check,79.3,523,2.64
2027-CWDNU,0,Hombre,0,1,1,18,1,0,Fiber optic,0,0,0,1,0,1,Month-to-month,1,Electronic check,85.6,1601,2.85
2027-DNKIV,0,Hombre,0,1,1,37,1,0,DSL,1,0,1,1,0,0,One year,1,Mailed check,58.75,2203,1.96
2027-FECZV,1,Hombre,0,0,0,12,1,1,Fiber optic,0,1,1,0,1,1,Month-to-month,1,Electronic check,106.7,1253,3.56
2027-OAQQC,1,Mujer,0,0,0,43,0,0,DSL,0,0,1,0,1,1,Month-to-month,1,Bank transfer (automatic),49.05,2076,1.64
2027-WKXMW,0,Mujer,0,1,0,63,1,1,Fiber optic,0,1,1,1,1,1,Month-to-month,1,Electronic check,108.75,6871,3.62
2030-BTZRO,0,Hombre,0,1,1,6,1,0,No,0,0,0,0,0,0,Two year,1,Credit card (automatic),20.4,107,0.68
2034-CGRHZ,1,Hombre,1,0,0,24,1,1,Fiber optic,0,1,1,0,1,1,Month-to-month,1,Credit card (automatic),102.95,2496,3.43
2034-GDRCN,1,Mujer,0,0,0,2,1,0,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,90.4,168,3.01
2037-SGXHH,1,Hombre,0,1,1,38,1,1,Fiber optic,0,1,1,0,1,0,Month-to-month,1,Electronic check,94.65,3624,3.16
2037-XJFUP,1,Hombre,0,1,0,33,1,0,Fiber optic,0,0,1,0,1,1,One year,1,Electronic check,95.8,3036,3.19
2038-LLMLM,0,Mujer,0,0,0,48,1,1,Fiber optic,0,0,1,1,1,1,Month-to-month,1,Electronic check,103.85,4946,3.46
2038-OEQZH,0,Hombre,0,0,0,4,1,0,Fiber optic,0,0,1,0,0,1,Month-to-month,0,Electronic check,86.05,308,2.87
2038-YSEZE,0,Mujer,0,0,0,29,1,1,DSL,1,1,0,1,0,0,Month-to-month,0,Mailed check,67.45,1801,2.25
2039-JONDJ,0,Hombre,0,0,0,27,1,0,DSL,1,1,0,0,0,0,One year,0,Bank transfer (automatic),55.45,1477,1.85
2040-LDIWQ,0,Hombre,0,1,1,65,1,1,DSL,0,1,1,1,1,1,Two year,1,Bank transfer (automatic),84.2,5324,2.81
2040-OBMLJ,0,Hombre,0,0,0,31,1,1,Fiber optic,0,0,0,1,0,0,One year,0,Credit card (automatic),81.7,2548,2.72
2040-VZIKE,0,Mujer,0,1,0,49,1,1,Fiber optic,1,0,0,0,1,1,Month-to-month,1,Mailed check,100.85,4847,3.36
2040-XBAVJ,0,Hombre,0,1,1,72,1,1,Fiber optic,1,1,1,1,1,1,Two year,0,Bank transfer (automatic),114.45,8100,3.82
2041-JIJCI,0,Mujer,0,0,0,5,1,1,DSL,0,1,0,0,0,1,Month-to-month,1,Electronic check,64.0,370,2.13
2043-WVTQJ,0,Hombre,0,1,0,1,1,0,DSL,1,0,1,0,0,0,Month-to-month,0,Mailed check,55.7,55,1.86
2045-BMBTJ,0,Mujer,1,0,0,33,0,0,DSL,1,1,1,0,1,1,Month-to-month,1,Bank transfer (automatic),59.45,1884,1.98
2049-BAFNW,0,Mujer,0,0,0,1,0,0,DSL,0,0,1,1,0,0,Month-to-month,0,Mailed check,35.9,35,1.2
2050-ONYDQ,0,Mujer,0,1,1,65,1,1,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),26.0,1654,0.87
2054-PJOCK,0,Mujer,0,0,0,60,1,1,DSL,0,0,1,1,1,1,One year,0,Credit card (automatic),80.55,4847,2.68
2055-BFOCC,0,Hombre,1,1,0,63,1,0,DSL,1,1,1,1,1,1,One year,1,Bank transfer (automatic),84.0,5329,2.8
2055-PDADH,1,Mujer,1,0,0,3,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,70.4,204,2.35
2055-SIFSS,0,Mujer,1,1,0,55,1,1,DSL,0,0,0,0,0,0,Month-to-month,0,Bank transfer (automatic),51.65,2838,1.72
2056-EVGZL,0,Hombre,0,1,1,68,1,0,Fiber optic,0,1,1,1,1,1,One year,0,Credit card (automatic),105.75,7322,3.52
2057-BOYKM,0,Mujer,1,1,0,72,1,1,Fiber optic,1,1,1,1,0,0,Two year,1,Bank transfer (automatic),96.6,6827,3.22
2057-ZBLPD,1,Mujer,0,1,0,21,1,1,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Electronic check,86.5,1808,2.88
2058-DCJBE,1,Hombre,0,0,0,5,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,69.75,324,2.33
2061-VVFST,0,Mujer,0,1,0,37,1,0,No,0,0,0,0,0,0,Month-to-month,0,Bank transfer (automatic),19.5,805,0.65
2065-MMKGR,0,Mujer,0,0,0,29,1,1,DSL,0,0,0,0,1,1,One year,1,Credit card (automatic),71.0,2080,2.37
2067-QYTCF,0,Mujer,0,1,0,64,1,1,Fiber optic,0,1,1,1,1,1,Month-to-month,1,Electronic check,111.15,6953,3.7
2068-WWXQZ,0,Hombre,0,0,0,46,1,0,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),20.05,902,0.67
2070-FNEXE,1,Mujer,1,0,0,7,1,0,Fiber optic,1,0,0,0,0,0,Month-to-month,0,Bank transfer (automatic),76.45,503,2.55
2070-XYMFH,0,Mujer,1,0,0,23,1,1,Fiber optic,0,0,1,0,0,0,Month-to-month,1,Mailed check,79.35,1835,2.64
2072-ZVJJX,0,Hombre,0,1,0,68,1,1,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),25.25,1728,0.84
2073-QBVBI,0,Mujer,0,1,0,41,0,0,DSL,0,1,0,1,0,0,One year,0,Mailed check,35.45,1391,1.18
2074-GKOWZ,1,Hombre,0,1,1,2,1,0,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Bank transfer (automatic),89.55,185,2.98
2074-GUHPQ,0,Mujer,0,0,1,17,1,1,Fiber optic,0,1,1,1,0,0,Month-to-month,1,Credit card (automatic),92.7,1556,3.09
2075-PUEPR,0,Hombre,0,1,1,55,1,0,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),19.35,1153,0.64
2075-RMJIK,0,Mujer,0,1,1,5,1,0,DSL,1,0,0,0,0,0,Month-to-month,1,Mailed check,49.4,232,1.65
2077-DDHJK,0,Mujer,0,1,0,68,1,1,DSL,1,1,1,1,0,0,Two year,0,Credit card (automatic),70.9,4911,2.36
2077-MPJQO,0,Hombre,1,1,0,7,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,75.4,533,2.51
2079-FBMZK,1,Mujer,0,0,0,6,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Mailed check,69.25,418,2.31
2080-CAZNM,0,Mujer,1,0,0,41,1,1,Fiber optic,0,1,1,0,1,1,Month-to-month,1,Electronic check,104.4,4133,3.48
2080-GKCWQ,0,Hombre,0,0,0,2,1,0,Fiber optic,0,1,0,0,0,0,Month-to-month,0,Electronic check,74.95,151,2.5
2080-SRCDE,0,Mujer,0,0,1,1,1,1,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,25.4,25,0.85
2081-KJSQF,0,Hombre,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,1,Mailed check,20.25,20,0.68
2081-VEYEH,0,Hombre,0,0,0,3,1,0,Fiber optic,0,1,1,1,1,1,Month-to-month,1,Electronic check,107.95,318,3.6
2082-CEFLT,1,Hombre,0,0,0,1,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,Electronic check,45.6,45,1.52
2082-OJVTK,1,Hombre,0,1,1,29,1,1,Fiber optic,0,0,1,0,0,1,Month-to-month,1,Electronic check,89.2,2698,2.97
2085-BOJKI,0,Hombre,0,1,0,17,1,0,Fiber optic,0,0,1,0,1,1,One year,1,Bank transfer (automatic),96.65,1588,3.22
2085-JVGAD,0,Hombre,0,1,0,37,1,0,No,0,0,0,0,0,0,Month-to-month,0,Bank transfer (automatic),20.35,697,0.68
2087-QAREY,0,Mujer,0,1,0,22,1,0,DSL,0,1,1,0,0,0,Month-to-month,1,Mailed check,54.7,1178,1.82
2088-IEBAU,0,Mujer,0,0,0,68,1,1,DSL,1,1,1,1,1,1,Two year,1,Electronic check,88.15,6148,2.94
2091-GPPIQ,0,Mujer,0,1,1,72,1,1,DSL,0,1,0,1,1,1,Two year,1,Electronic check,78.95,5730,2.63
2091-MJTFX,1,Mujer,0,1,1,30,0,0,DSL,0,0,0,1,1,1,Month-to-month,0,Credit card (automatic),51.2,1561,1.71
2091-RFFBA,1,Mujer,1,0,0,31,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,73.9,2217,2.46
2096-XOTMO,0,Mujer,0,1,1,16,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,19.35,275,0.64
2097-YVPKN,0,Hombre,0,0,0,65,1,1,No,0,0,0,0,0,0,Two year,0,Mailed check,25.75,1654,0.86
2100-BDNSN,1,Mujer,0,1,0,5,1,1,DSL,0,0,1,1,1,0,Month-to-month,0,Bank transfer (automatic),67.95,350,2.26
2101-RANCD,0,Mujer,0,0,0,55,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,73.1,4144,2.44
